"NOMPROV","PROV","NOMDEPTO","DEPTO","FRAC","RADIO","TIPO","LINK","OBS2020","link_chr","codigo","indice_envejecimiento","pct_pob_65_mas","pct_pob_80_mas","tasa_actividad","tasa_empleo","pct_sin_agua_red","pct_desague_sin_red"
"NEUQUEN","58","Confluencia","035","32","09","U","580353209",NA,"580353209",580353209,95.16,15.59,3.83,59.87,54.86,2.5,2.9
"NEUQUEN","58","Confluencia","035","27","13","U","580352713",NA,"580352713",580352713,72.17,13.64,3.39,62.77,57.94,1,1.2
"NEUQUEN","58","Confluencia","035","32","15","U","580353215",NA,"580353215",580353215,59.76,10.44,1.86,67.73,64.53,2.3,2.6
"NEUQUEN","58","Confluencia","035","10","08","U","580351008",NA,"580351008",580351008,55.44,10.65,1.29,67.27,61.47,1.6,4.3
"NEUQUEN","58","Confluencia","035","06","14","U","580350614",NA,"580350614",580350614,162.16,17.29,6.05,65.5,61.98,1.1,1.1
"NEUQUEN","58","Confluencia","035","06","23","U","580350623",NA,"580350623",580350623,78.69,10.62,1.55,74.3,70.48,2,1.6
"NEUQUEN","58","Confluencia","035","06","15","U","580350615",NA,"580350615",580350615,154,19.69,6.39,65.41,61.92,0.9,1.4
"NEUQUEN","58","Confluencia","035","28","09","U","580352809",NA,"580352809",580352809,167.19,21.66,8.7,65.97,62.96,2.5,1.4
"NEUQUEN","58","Confluencia","035","28","12","U","580352812",NA,"580352812",580352812,192.75,22.39,7.41,64.92,60.04,3.2,6.5
"NEUQUEN","58","Confluencia","035","33","06","U","580353306",NA,"580353306",580353306,82.55,15.13,3.69,65.88,59.05,2,3.4
"NEUQUEN","58","Confluencia","035","27","09","U","580352709",NA,"580352709",580352709,83.75,12.88,4.04,68.46,65.77,2.3,1.4
"NEUQUEN","58","Confluencia","035","06","20","U","580350620",NA,"580350620",580350620,73.26,14.22,4.29,69.34,63.26,1.6,4.2
"NEUQUEN","58","Confluencia","035","06","10","U","580350610",NA,"580350610",580350610,64.06,10.75,2.23,73.24,69.64,2,2.6
"NEUQUEN","58","Confluencia","035","18","04","U","580351804",NA,"580351804",580351804,11.27,3.72,0.32,80.14,75.65,7.9,97.7
"NEUQUEN","58","Confluencia","035","27","10","U","580352710",NA,"580352710",580352710,86.32,15.71,4.98,64.72,62.62,3.1,4
"NEUQUEN","58","Confluencia","035","33","07","U","580353307",NA,"580353307",580353307,57.72,11.23,1.7,67.36,59.84,3.3,4.4
"NEUQUEN","58","Confluencia","035","27","14","U","580352714",NA,"580352714",580352714,81.51,14.88,3.37,61.3,57.59,0.4,2.5
"NEUQUEN","58","Confluencia","035","19","11","M","580351911",NA,"580351911",580351911,22.96,6.33,0.67,70.98,67.52,17.9,74.3
"NEUQUEN","58","Confluencia","035","19","07","U","580351907",NA,"580351907",580351907,63.51,13.3,2.26,63.77,60.26,2,14.1
"NEUQUEN","58","Confluencia","035","12","01","U","580351201",NA,"580351201",580351201,69.54,12.41,2.72,71.55,67.28,2.5,2.3
"NEUQUEN","58","Confluencia","035","19","14","M","580351914",NA,"580351914",580351914,20.65,5.39,0.99,71.97,69.8,20,86
"NEUQUEN","58","Confluencia","035","19","06","U","580351906",NA,"580351906",580351906,102.53,16.91,4.38,64.3,60.15,1.6,15.1
"NEUQUEN","58","Confluencia","035","06","16","U","580350616",NA,"580350616",580350616,77.55,13.82,4.18,71.33,67.83,3.1,5.4
"NEUQUEN","58","Confluencia","035","06","24","U","580350624",NA,"580350624",580350624,139.22,22.4,7.57,66.04,61.19,0.6,1.3
"NEUQUEN","58","Confluencia","035","28","15","U","580352815",NA,"580352815",580352815,200,24.77,9.06,63.92,57.39,1.1,1.6
"NEUQUEN","58","Confluencia","035","19","01","M","580351901",NA,"580351901",580351901,44,9.71,0.96,69.6,66.06,84.8,97.7
"NEUQUEN","58","Confluencia","035","19","17","U","580351917",NA,"580351917",580351917,26.74,7.37,0.64,70.56,64.5,7.3,95.4
"NEUQUEN","58","Confluencia","035","28","14","U","580352814",NA,"580352814",580352814,167.65,15.12,3.98,70.14,65.51,0.9,2.6
"NEUQUEN","58","Confluencia","035","19","04","U","580351904",NA,"580351904",580351904,85.47,15.12,2.67,61.73,57.94,1.8,12.2
"NEUQUEN","58","Confluencia","035","10","11","U","580351011",NA,"580351011",580351011,99.33,16.06,2.8,64.55,59.47,2,31.8
"NEUQUEN","58","Confluencia","035","28","13","U","580352813",NA,"580352813",580352813,110.2,17.25,4.47,71.48,68.89,3.6,3
"NEUQUEN","58","Confluencia","035","19","20","U","580351920",NA,"580351920",580351920,18.44,5.27,0.96,67.47,63.1,1.9,85
"NEUQUEN","58","Confluencia","035","11","03","U","580351103",NA,"580351103",580351103,56.62,12.79,1.41,60.7,55.43,4.7,3.6
"NEUQUEN","58","Confluencia","035","12","10","U","580351210",NA,"580351210",580351210,91.87,16.33,4.48,62.15,58.16,0.8,4.5
"NEUQUEN","58","Confluencia","035","33","09","U","580353309",NA,"580353309",580353309,59.38,10.44,2.75,65.36,54.9,22.6,58.1
"NEUQUEN","58","Confluencia","035","33","08","U","580353308",NA,"580353308",580353308,41.18,10.77,1.54,69.39,63.27,4,12
"NEUQUEN","58","Confluencia","035","19","09","U","580351909",NA,"580351909",580351909,32.12,6.77,1.62,69.09,62.97,0.5,18.4
"NEUQUEN","58","Confluencia","035","19","19","U","580351919",NA,"580351919",580351919,13.53,4.14,0.3,71.43,66.67,0.8,89.4
"NEUQUEN","58","Confluencia","035","19","08","U","580351908",NA,"580351908",580351908,72.43,13.99,2.35,64.73,60.11,3.6,30.4
"NEUQUEN","58","Confluencia","035","12","06","U","580351206",NA,"580351206",580351206,110.24,18.72,3.74,61.05,57.71,1.4,0
"NEUQUEN","58","Confluencia","035","12","07","U","580351207",NA,"580351207",580351207,82.01,16.17,2.13,58.72,55.09,1.6,1.2
"NEUQUEN","58","Confluencia","035","19","21","U","580351921",NA,"580351921",580351921,12.88,3.34,0.45,70.38,65.32,2.7,86.2
"NEUQUEN","58","Confluencia","035","12","12","U","580351212",NA,"580351212",580351212,102.73,16.74,4.74,65.27,60.56,1.4,2.5
"NEUQUEN","58","Confluencia","035","12","13","U","580351213",NA,"580351213",580351213,72.59,12.52,2.94,68.29,63.26,2.4,4.1
"NEUQUEN","58","Confluencia","035","12","09","U","580351209",NA,"580351209",580351209,95.18,16.58,3.15,64.63,60.25,1,4.1
"NEUQUEN","58","Confluencia","035","13","06","U","580351306",NA,"580351306",580351306,103.23,16.16,2.27,68.93,63.61,6.4,2.1
"NEUQUEN","58","Confluencia","035","13","05","U","580351305",NA,"580351305",580351305,92.19,14.36,4.38,67.51,61.3,4.6,1
"NEUQUEN","58","Confluencia","035","12","11","U","580351211",NA,"580351211",580351211,80.68,13.63,4.22,61.96,58.09,0.9,0.9
"NEUQUEN","58","Confluencia","035","13","04","U","580351304",NA,"580351304",580351304,111.32,15.28,3.11,66.47,58.16,0,1.8
"NEUQUEN","58","Confluencia","035","34","02","U","580353402",NA,"580353402",580353402,74.29,11.72,2.93,69.27,64.24,4.4,2.9
"NEUQUEN","58","Confluencia","035","34","03","U","580353403",NA,"580353403",580353403,56.1,10.31,3.14,70.71,66.61,2.5,4.2
"NEUQUEN","58","Confluencia","035","34","06","U","580353406",NA,"580353406",580353406,71.34,12.39,2.33,69.72,64.38,2.1,6.1
"NEUQUEN","58","Confluencia","035","34","04","U","580353404",NA,"580353404",580353404,72.16,13,2.87,64.86,59.46,3.6,6.1
"NEUQUEN","58","Confluencia","035","14","05","U","580351405",NA,"580351405",580351405,63.27,11.18,1.35,64.98,61.85,1.2,4.9
